Date,Title,URL,md_file,ESG_or_not,Story_Type,Jurisdiction,Cross_sector_relevance,Policy_significance,Business_risk_opportunity,Strategic_ESG_signal,Corporate_governance_relevance,Forward_looking_insight,Member Relevance,Rating,Relevance,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6,Hook,One Liner
2026-04-24,Partnership funding protecting threatened species,https://www.premier.tas.gov.au/latest-news/2026/april/partnership-funding-protecting-threatened-species,189.md,Yes,Funding and Grant Announcements,Tasmania,7,8,8,7,4,7,2,6.711864,Medium,Funding for Threatened Species.,Madeleine Ogilvie announced funding for six community-led projects to protect threatened species in Tasmania.,"More than $600,000 was awarded under Round 2, focusing on Healthy Habitat and Resilience to Invasive Species and Disease.","The projects will expand species monitoring, apply practical conservation tools, and build long-term partnerships with landholders and communities to support recovery.",,,Tasmanian grants,"Over $600,000 unlocks six community projects to protect threatened species across the state."
2026-04-24,West Coast District Hospital Upgrade – Stage 2 construction tenders invited,https://www.premier.tas.gov.au/latest-news/2026/april/west-coast-district-hospital-upgrade-stage-2-construction-tenders-invited,190.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Tasmania,6,6,6,6,4,3,7,5.271186,Medium,"Tenders have been invited for Stage 2 of the West Coast District Hospital Upgrade in Queenstown, following development approval by West Coast Council.","Stage 2 will deliver four additional aged care bedrooms with ensuites and a new day area and lounge to enhance access to high-quality aged care at Lyell House, allowing more people to remain within their local community close to their support networks.",,,,,Aged care upgrade tender,Stage 2 bids opened for West Coast hospital upgrade; $5.741m funding; four beds; mid-2026 start.
2026-04-24,Launceston Running Festival unveils new waterfront finish,https://www.premier.tas.gov.au/latest-news/2026/april/launceston-running-festival-unveils-new-waterfront-finish,191.md,No,,,,,,,,,,,,,,,,,,,
2026-04-24,Tasmanian food and beverage returns to the botanical gardens,https://www.premier.tas.gov.au/latest-news/2026/april/tasmanian-food-and-beverage-returns-to-the-botanical-gardens,192.md,No,,,,,,,,,,,,,,,,,,,
2026-04-24,Grants announced to support Tasmanian Men’s Sheds,https://www.premier.tas.gov.au/latest-news/2026/april/grants-announced-to-support-tasmanian-mens-sheds,193.md,Yes,Funding and Grant Announcements,Tasmania,3,6,4,4,1,2,2,3.338983,Low,Tasmanian Men’s Sheds Grants.,"Madeleine Ogilvie, Tasmanian Minister for Community and Multicultural Affairs, announced funding for Tasmanian Men’s Sheds to upgrade tools, equipment and training.","Recipients across 25 sheds will share $171,631 to purchase tools, equipment and training, with specific items listed per shed.","The funding supports safe, accessible, and welcoming community hubs, helping men's sheds sustain community renewal and local skills development.",,,Sheds get funding,"Tasmanian Government pours $171,631 to 25 Men’s Sheds for tools, equipment and training in 2025-26."
2026-04-23,Doubling the life of Trevallyn Dam’s critical energy infrastructure,https://www.premier.tas.gov.au/latest-news/2026/april/doubling-the-life-of-trevallyn-dams-critical-energy-infrastructure,194.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Tasmania,7,4,7,3,4,6,8,5.305085,Medium,"The Tasmanian Government has approved the Trevallyn Dam trash screen upgrade, doubling its lifespan and futureproofing the power station.","The project was completed in about six weeks without draining the lake, maintaining water availability for drinking, farming and recreational use.",,,,,Trevallyn upgrade,"Tasmanian government funds the trash screen modernization, protecting the power station for 40 more years."
2026-04-23,Tasmanians invited to have their say on assisted dying legislation,https://www.premier.tas.gov.au/latest-news/2026/april/tasmanians-invited-to-have-their-say-on-assisted-dying-legislation,195.md,Yes,Consultation and Policy Design Opportunities,Tasmania,2,8,1,3,5,5,2,3.915254,Low,Tasmanians invited to comment.,Bridget Archer opened public consultation seeking feedback on how voluntary assisted dying legislation has operated.,"The independent panel will assess the first three years of operation, with public submissions online, by email, or at in-person sessions from late April to June.","The consultation informs potential service strengthening, compliance, and planning for end-of-life care providers and policy makers, with implications for community access and governance of voluntary assisted dying.",,,Have your say,Public consultation opens for voluntary assisted dying review; submissions and in-person sessions begin May.
2026-04-21,More crisis and transitional housing for women and children across Hobart,https://www.premier.tas.gov.au/latest-news/2026/april/more-crisis-and-transitional-housing-for-women-and-children-across-hobart,196.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Tasmania,6,8,8,8,4,7,6,6.830508,Medium,The Commonwealth and Tasmanian Governments have approved the first stage expansion of the Hobart Women’s Shelter in Hobart.,"The 15 additional self-contained apartments will allow the shelter to support an additional 260 women and children, or up to 15,000 additional safe bed nights each year.",,,,,Shelter expansion underway,"Governments fund 15 new Hobart shelter units, boosting capacity by 260 people."
2026-04-21,Fuel security front and centre of upcoming trade and investment mission,https://www.premier.tas.gov.au/latest-news/2026/april/fuel-security-front-and-centre-of-upcoming-trade-and-investment-mission,197.md,Yes,"Ministerial, Diplomatic, and International Engagements",Tasmania,8,6,6,5,5,7,7,6.220339,Medium,Tasmanian Trade Mission Focus.,"Deputy Premier Guy Barnett leads a 20-strong Tasmanian delegation to Singapore and Indonesia to discuss energy security, fertiliser supply, and export promotion.","The mission will pursue on-island fuel reserve talks, engagements with senior government officials on fuel security in Singapore, and discussions with PT Pupuk Kalimantan Timur in Indonesia on fertiliser supply.","By expanding trade links with Singapore and Indonesia, Tasmania aims to bolster resilient supply chains, diversify markets, and support its premium food, tourism, and advanced manufacturing sectors.",,,Strategic fuel push,"Tasmania targets energy resilience, fertiliser supply, and export growth through Singapore and Indonesia mission."
2026-04-21,Thousands of new homes for Tasmanian first home buyers,https://www.premier.tas.gov.au/latest-news/2026/april/thousands-of-new-homes-for-tasmanian-first-home-buyers,198.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Tasmania,6,7,7,6,5,6,7,6.220339,Medium,"The Commonwealth and Tasmanian Governments have struck a deal to unlock around 4,000 homes, including up to 2,101 homes exclusively for first home buyers, with enabling infrastructure in Brighton, Sorell and Meander Valley.","The agreement will enable Tasmania to commence enabling infrastructure sooner through a concessional loan of up to $35 million and access concessional loans of up to $80 million to support the construction of more than 2,000 new homes around Hobart, Launceston, Devonport and Burnie.",,,,,Tasmania home boost,"Governments strike deal to unlock ~4,000 homes, 2,101 for first home buyers."
2026-04-20,Landmarks light up to honour 100th birthday of late Queen Elizabeth II,https://www.premier.tas.gov.au/latest-news/2026/april/landmarks-light-up-to-honour-100th-birthday-of-late-queen-elizabeth-ii,199.md,No,,,,,,,,,,,,,,,,,,,
2026-04-20,Significant progress at Berth 3,https://www.premier.tas.gov.au/latest-news/2026/april/significant-progress-at-berth-3,200.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Tasmania,6,3,5,5,2,5,7,4.440678,Low,"The Tasmanian Government has progressed planning and construction for Berth 3 at the Spirit of Tasmania gateway project in Tasmania, with the project on track to be completed in October 2026.","Vos Construction and Joinery is building the terminal with locally sourced timber, helping to keep the economy strong and support Tasmanian jobs.",,,,,Berth 3 milestone,Port project advances as the gantry’s fourth section installed; completion set for October 2026.
2026-04-24,Securing more fuel for the regions,https://www.trademinister.gov.au/minister/don-farrell/media-release/securing-more-fuel-regions,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-22,Securing more fuel and fertiliser,https://www.trademinister.gov.au/minister/don-farrell/media-release/securing-more-fuel-and-fertiliser,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-17,Protocol on economic resilience and essential supplies,https://www.trademinister.gov.au/minister/don-farrell/media-release/protocol-economic-resilience-and-essential-supplies,203.md,Yes,"Ministerial, Diplomatic, and International Engagements",International,7,7,6,2,3,6,6,5.271186,Medium,Australia-Singapore Protocol Advances.,Australia and Singapore have substantially concluded negotiations on the Protocol on Economic Resilience and Essential Supplies.,"The Protocol aims to manage supply chain disruptions, avoid export restrictions on essential supplies, and establish the Australia-Singapore Economic Resilience Dialogue.","The agreement reinforces open, rules-based trade and resilience cooperation, supporting reliable flows of energy and essential goods and strengthening bilateral investment and policy coordination.",,,Resilience pact nears,"Australia and Singapore near pact on essential supplies under SAFTA, stabilising flows pending domestic ratification."
2026-04-24,Press conference,https://www.trademinister.gov.au/minister/don-farrell/transcript/press-conference,204.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Australian National Scope,7,6,6,4,6,4,6,5.559322,Medium,The Albanese government has secured approximately 400 million litres of additional diesel in the last week through agreements with BP and Ampol.,"500 million litres will be delivered to regional Queensland, including Townsville and Gladstone.",,,,,Fuel security push,"Australia shores up fuel supply with 400m litres secured in a week, 46 days stock."
